85,_,希望好用,整体,正面
86,_,很好用,整体,正面
86,修复,修复得很好,功效,正面
86,每次用了都是光光滑的,光光滑的,使用体验,正面
86,_,超喜欢的,整体,正面
87,速度,很快呀,功效,正面
87,_,水润润,功效,正面
87,_,好评,整体,正面
88,_,很温和,使用体验,正面
88,_,很清爽,使用体验,正面
88,_,不紧绷,使用体验,正面
88,_,很划算,价格,正面
89,_,非常好用,整体,正面
90,_,不错,整体,正面
91,_,挺好的，用着不错的！,整体,正面
92,味道,不是很喜欢,气味,负面
93,_,很好用,整体,正面
93,_,味道特别好闻,气味,正面
93,_,很细腻,使用体验,正面
93,_,适合干性皮肤的女生哦,功效,正面
94,品牌,一直信籁,整体,正面
94,价格,优惠,价格,正面
94,_,满意,整体,正面
95,_,挺好的,整体,正面
96,_,特别滑,使用体验,正面
96,精华液,挺多,成分,正面
96,_,好评,整体,正面
97,包装,精美,包装,正面
97,价格,实惠,价格,正面
98,_,很不错,整体,正面
98,_,非常喜欢,整体,正面
98,赠品,还,价格,正面
98,快递,给力的很,物流,正面
98,_,一直用的,功效,正面
99,补水效果,较好,功效,正面
99,_,一直使用,整体,正面
99,_,还会继续购买,整体,正面
100,补水效果,特别好,功效,正面
100,脸,特别水润,使用体验,正面
100,_,强烈推荐一下,整体,正面
101,这个牌子的卸妆水,性价比高,整体,正面
101,这个牌子的卸妆水,还可以的,整体,正面
102,味道,淡淡的,气味,正面
102,紫色,适合黄皮的,功效,正面
102,不油腻,不油腻,使用体验,正面
102,包装,新的旧的包装都用过,包装,中性
102,_,用过三瓶了,整体,正面
103,_,很喜欢,整体,正面
103,_,水水的,使用体验,正面
103,_,还会再买,整体,正面
104,质量,可以,整体,正面
104,便宜实惠,便宜实惠,价格,正面
104,_,买了两包,使用体验,中性
105,外面那层膜,太硬了,使用体验,负面
106,活动,_,价格,正面
106,_,超级好用,整体,正面
106,_,值得购买,整体,正面
107,_,不错,整体,正面
108,_,不错,整体,正面
109,_,很好用,整体,正面
109,_,信赖**！,整体,正面
109,送货,快,物流,正面
110,_,爽身粉的味道,气味,中性
110,_,还行吧,整体,正面
111,用用,还不错,使用体验,正面
111,性价比,很高,价格,正面
112,_,是正品,真伪,正面
112,香味,浓郁,气味,中性
112,遮瑕效果,非常好,功效,正面
113,保湿效果,不错,功效,正面
113,_,挺好用的,使用体验,正面
114,_,非常好用,整体,正面
115,_,很好用,使用体验,正面
115,_,愉快的购物体验,服务,正面
116,_,值得信赖,整体,正面
117,无流很快,很快,物流,正面
117,看着挺好的,挺好的,整体,正面
118,价格,合适,价格,正面
118,_,不贵,价格,正面
118,_,还好用,整体,正面
119,_,正品,真伪,正面
119,_,送了面膜和卸妆水,服务,正面
119,_,性价比最高,整体,正面
119,物流,很快,物流,正面
119,_,很好用,使用体验,正面
120,_,挺好的，效果不错哦,整体,正面
121,_,挺好的,整体,正面
122,味道,真的不好闻,气味,负面
122,味道,很次,气味,负面
122,滑石粉,放多了吧，不好冲洗,成分,负面
122,_,很勉强留下,整体,负面
123,_,可以,整体,正面
124,_,确实很好用,整体,正面
124,_,好,整体,正面
125,_,好用,功效,正面
125,_,好用,功效,正面
125,_,还不贵,价格,正面
126,质量,不错,整体,正面
126,_,一如既往的好用,使用体验,正面
127,_,好用,整体,正面
127,_,挺清爽的,使用体验,正面
127,送货速度,很快,物流,正面
127,_,很方便,物流,正面
127,_,比实体店优惠,价格,正面
127,_,值得购买,整体,正面
128,_,还可以,整体,正面
129,_,额,整体,负面
129,_,一言难尽,整体,负面
129,_,刚抹脸上以为是抹了猪油了,使用体验,负面
129,_,要等一段时间完全吸收会好些,使用体验,负面
129,_,不怎么样,整体,负面
130,_,物美价廉,整体,正面
130,发货,快,物流,正面
130,盒子,很漂亮,包装,正面
131,活动,_,价格,正面
131,_,一分钱一片,价格,正面
131,_,还没用,功效,中性
132,_,不好,整体,负面
133,快递,慢,物流,负面
133,_,一般般,整体,中性
134,东西,和想的是一模一样,整体,正面
134,物流,快,物流,正面
135,赠品,一点赠品都没有,服务,负面
135,实体店,早知道到实体店购买,服务,负面
135,积分,在实体店购买还有积分,服务,负面
135,价格,价格也差不多,价格,中性
136,_,好用,整体,正面
136,_,超级好用,整体,正面
136,皮肤,非常适合我的皮肤,功效,正面
136,皮肤,用完就不干了,功效,正面
136,_,很舒服,使用体验,正面
136,_,期待优惠,价格,中性
137,_,不紧,使用体验,正面
137,_,水份多,功效,正面
137,价格,便宜,价格,正面
137,_,没买错产品,整体,正面
138,_,大爱大爱大爱大爱大爱,整体,正面
138,_,超级补水,功效,正面
138,_,超级划算,价格,正面
138,_,信赖**,整体,正面
138,_,五星好评,整体,正面
139,_,_,整体,中性
140,送货,快,物流,正面
140,效果,期待,功效,中性
141,_,很好用,使用体验,正面
141,补水,很好,功效,正面
141,_,滋润,功效,正面
141,_,服帖,使用体验,正面
141,_,打造完美妆容,使用体验,正面
141,_,秒杀屯货,整体,正面
141,_,秒杀屯货,价格,正面
142,_,很喜欢,整体,正面
142,海藻面膜,补水特别好,功效,正面
143,_,挺实惠,价格,正面
143,_,蛮好用,整体,正面
143,_,很滋润,使用体验,正面
144,物流,昨天下单今天就到,物流,正面
144,_,很好用,整体,正面
144,赠品,多,价格,正面
145,物流,昨天晚上购买今天早上就到手了物流杠杠的,物流,正面
145,包装,不错,包装,正面
145,_,不知道效果怎样,功效,中性
146,面膜,特别轻薄,使用体验,正面
146,面膜,透气,使用体验,正面
146,面膜,补水,功效,正面
147,_,还可以,整体,中性
148,补水效果,特别好,功效,正面
149,总体效果,还可以,功效,正面
149,吸收效果,不是太好,使用体验,负面
149,霜渍,_,使用体验,负面
150,_,很好,整体,正面
150,_,有一点增白的效果,功效,正面
150,_,准备再买一套补水的,功效,正面
151,_,好评,整体,正面
152,_,不是太喜欢,整体,负面
153,东西,超级不错,整体,正面
153,东西,细腻不起块,使用体验,正面
153,配送员,超好,服务,正面
153,_,点赞！,整体,正面
154,_,干,使用体验,负面
154,_,搓泥,使用体验,负面
154,_,适合油性肌肤,整体,中性
155,秒杀的,_,价格,正面
155,经济实惠,经济实惠,价格,正面
155,送货快,快,物流,正面
155,还没用,还没用,功效,中性
155,好用,好用,功效,正面
156,_,很好用,整体,正面
157,脸,养,功效,正面
158,遮暇力度,不够,功效,负面
158,_,不油腻,使用体验,正面
158,_,上妆服帖,功效,正面
158,性价比,超高！！！！！,价格,正面
158,_,喜欢,整体,正面
159,_,应该是正品吧,真伪,中性
159,_,买那么多都没有送东西,服务,负面
160,_,推荐的,整体,正面
160,_,要好好支持,整体,正面
160,效果,不错,功效,正面
160,_,非常滋润,使用体验,正面
161,_,很好用,整体,正面
161,_,很实惠,价格,正面
162,产品,挺好,整体,正面
162,物流,很快,物流,正面
162,价格,实惠,价格,正面
163,_,挺好用的,整体,正面
163,_,很温和,使用体验,正面
163,_,很清爽,使用体验,正面
163,_,不伤皮肤,使用体验,正面
164,快递,外包装都湿了,物流,负面
165,在**购物,很喜欢,使用体验,正面
165,物流速度,不错,物流,正面
165,_,支持一下,整体,正面
166,_,挺好用的,整体,正面
167,_,非常不错,整体,正面
167,_,实惠,价格,正面
168,_,挺好用的,整体,正面
168,_,挺滋润的,使用体验,正面
168,_,没有那么大了,功效,正面
169,_,必须好评,整体,正面
169,_,好用,功效,正面
170,紫色,适合,功效,正面
171,_,不怎么好用,整体,负面
171,洗不干净,洗不干净,功效,负面
171,比专柜要便宜,比专柜要便宜,价格,正面
171,是不是真的,是不是真的,真伪,负面
172,_,吸收快,使用体验,正面
172,_,超级滋润,功效,正面
172,活动,给力,价格,正面
173,包装,捡漏,包装,负面
173,盒子,也不送,包装,负面
174,_,不错不错,整体,正面
174,很好闻,很好闻,气味,正面
174,质量,很好哦,整体,正面
174,_,值得信赖,整体,正面
175,_,很好用,使用体验,正面
175,_,一直再回购,功效,正面
175,洗面奶,都是***的,真伪,正面
176,_,有点点卡粉,使用体验,负面
176,_,也不咋个遮瑕,功效,负面
177,_,一如既往的好,整体,正面
178,_,挺满意的，还不错,整体,正面
178,补水效果,挺好的,功效,正面
178,_,有点紧绷,功效,负面
179,_,物超所值,价格,正面
179,_,超快,物流,正面
180,_,比较容易推开,使用体验,正面
180,_,不油腻,使用体验,正面
180,_,成膜挺快的,功效,正面
180,_,有一丢丢泛白,使用体验,中性
180,_,挺不错的,功效,正面
181,_,很好,整体,正面
181,_,不过敏,使用体验,正面
181,_,很保湿,使用体验,正面
181,_,不油腻,使用体验,正面
182,_,还不错,整体,正面
182,_,能遮盖红血丝,功效,正面
182,_,本身挺干的感觉,使用体验,负面
183,_,很好用,整体,正面
183,_,是正品,真伪,正面
184,_,还是不错的,整体,正面
184,秒杀,比较优惠,价格,正面
184,_,以后还会继续购买,整体,正面
185,_,不错,整体,正面
186,物流速度,就是快,物流,正面
186,_,非常不错,整体,正面
187,保湿效果,很好,功效,正面
188,_,特别好用,整体,正面
188,_,赞！！！,整体,正面
189,_,很滋润,使用体验,正面
189,_,不脱妆,功效,正面
189,_,挺好用的,整体,正面
190,价格,合适,价格,正面
190,_,不错,整体,正面
191,_,很不错,整体,正面
192,面膜,很好用,功效,正面
192,贴在脸上,很舒服,使用体验,正面
193,_,不错,整体,正面
194,泡泡,不是很多,使用体验,负面
194,气味,很好闻淡淡的清香,气味,正面
195,黑头,效果一般,功效,负面
195,_,感觉一般吧,整体,负面
195,_,今天刚到,物流,正面
196,包装盒子,没有,包装,负面
196,面膜商家,最扣的,其他,负面
197,_,还行,整体,正面
198,_,还可以,整体,正面
198,_,不紧绷,使用体验,正面
199,物流,很快,物流,正面
199,_,很满意,整体,正面
199,_,还不错,整体,正面
200,_,补水应该还是可以的,功效,正面
200,_,用起来有些油,使用体验,负面
200,_,我个人建议油性皮肤的朋友不要购买。,使用体验,负面
201,_,很不错,整体,正面
201,_,赞一个,整体,正面
201,送货速度,快,物流,正面
201,_,棒棒的,整体,正面
202,_,很喜欢,整体,正面
203,用着,挺好的,使用体验,正面
203,物流,挺快的,物流,正面
204,_,还可以吧,整体,正面
205,_,很好,整体,正面
205,贴肤,贴肤,使用体验,正面
205,不卡粉,不卡粉,使用体验,正面
206,盒子,坐的很精美,包装,正面
206,卖家,良心卖家,服务,正面
206,宝贝,也会很好用,整体,正面
206,_,大大的幸福,整体,正面
207,护肤品,一直很喜欢,整体,正面
207,面膜,很好用,使用体验,正面
207,香味,不重,气味,正面
207,面膜,不刺激,使用体验,正面
207,_,特别好,整体,正面
208,_,挺好用的,整体,正面
208,味道,香香的,气味,正面
208,_,很滑,使用体验,正面
208,_,很舒服,使用体验,正面
208,_,好评,整体,正面
209,_,最好,整体,正面
209,速度,快,物流,正面
209,_,用着放心,使用体验,正面
210,上次买的时候,还贵些,价格,负面
210,双十二活动,给力,价格,正面
210,_,郁闷,整体,负面
211,补水效果,特别好,功效,正面
211,_,很喜欢,整体,正面
211,_,哈哈,整体,正面
212,_,假的,真伪,负面
212,_,一个泡沫都没有,使用体验,负面
213,效果,不好,功效,负面
213,_,没有其他款式的好用,使用体验,负面
214,_,效果不错,功效,正面
214,_,满意,整体,正面
215,_,非常好用,整体,正面
215,_,很干净,使用体验,正面
216,_,很好用,整体,正面
216,_,不油腻,使用体验,正面
216,_,有点小瓶了,尺寸,负面
216,_,用得快,使用体验,负面
216,_,大油田的最佳选择,功效,正面
216,_,下次再购买,整体,正面
217,_,小鱼仙倌***的推荐,整体,中性
217,_,听说这个牌子面膜不错,整体,正面
217,_,要好好补水保湿,功效,正面
218,_,不错呢,整体,正面
218,快递,超级给力,物流,正面
219,成分,安全,成分,正面
219,活动,_,价格,正面
219,赠品,_,价格,正面
219,颜值,在线,包装,正面
219,_,很好用,整体,正面
219,到货,很惊喜,物流,正面
219,_,好开森,整体,正面
219,朋友推荐,_,真伪,正面
219,_,立刻试用,使用体验,正面
220,包装,挺好看的,包装,正面
220,快递小哥亲自送到家,快递小哥亲自送到家,物流,正面
221,_,送了很多小东西,服务,正面
221,_,不错的呢,整体,正面
221,_,喜欢了,整体,正面
221,_,用了再来评价,其他,中性
222,_,很便宜,价格,正面
223,_,很好用,使用体验,正面
223,_,想再囤点,整体,正面
223,_,涨价了,价格,中性
224,_,好用,整体,正面
225,_,闷闷的,使用体验,负面
226,_,很好,整体,正面
227,_,好好用,整体,正面
227,_,很方便,使用体验,正面
227,_,值得信赖,整体,正面
228,速度,飞快,物流,正面
228,_,大爱,整体,正面
229,_,皮肤光滑,使用体验,正面
229,_,可以值得购买,整体,正面
230,_,不过敏,功效,正面
230,_,很好用,整体,正面
231,物流,快,物流,正面
231,体验,还真心不错,使用体验,正面
231,_,是我喜欢的,整体,正面
232,_,很好,整体,正面
232,物流,很快,物流,正面
232,价格,越来越便宜,价格,正面
232,_,越做越好,整体,正面
232,_,加油,整体,正面
233,_,物超所值,整体,正面
233,_,全5分好评,整体,正面
234,_,一样好,整体,正面
235,_,还好,整体,中性
236,紫色款,水润轻薄,使用体验,正面
236,紫色款,也比较保湿,功效,正面
237,_,挺好,整体,正面
238,买贵了,买贵了,价格,负面
238,70的优惠卷,不是很开心,价格,负面
239,吸收,吸收很好,使用体验,正面
239,_,适合我的肤质,整体,正面
239,_,很喜欢这款的,整体,正面
240,_,昨天订的今天早上就收到了,物流,正面
240,_,不错,整体,正面
241,_,一分钱买的,价格,正面
241,补水,还可以,功效,中性
241,精华液,也很多,尺寸,正面
241,_,不错,整体,正面
242,_,第一次买也是最后一次买,整体,负面
242,_,便宜,价格,中性
243,_,回购很多次了,整体,正面
243,_,感觉其实一般,整体,负面
243,_,眼霜没什么效果,其他,负面
244,_,不错,整体,正面
244,_,非常好用,整体,正面
245,送货上门,_,服务,中性
245,速度,算是快,物流,正面
246,服务,很好,服务,正面
246,_,性价比高,其他,正面
246,_,很不错呦,整体,正面
247,***推广的面膜,效果还不错,功效,正面
247,***的护肤,没用过,整体,负面
248,_,很美白,功效,正面
248,味道,闻着也很舒服,气味,正面
248,_,很喜欢,整体,正面
248,_,大爱,整体,正面
249,_,挺好的,整体,正面
249,_,滋润,使用体验,正面
249,_,不油腻,使用体验,正面
250,_,二次购买,整体,正面
250,质量,不错,整体,正面
251,_,挺好用的,整体,正面
251,_,很服帖自然,使用体验,正面
252,_,脸过敏,使用体验,负面
252,_,直接起红点红斑,使用体验,负面
252,_,非常痛,使用体验,负面
252,_,直接就是毁容了,使用体验,负面
252,_,非常恼火,使用体验,负面
253,客服小海狮,帮我解决了许多难题,服务,正面
253,_,希望好用,整体,正面
254,_,一般吧,整体,中性
254,_,没有想象中的好用,整体,负面
254,_,纯补水,功效,负面
255,面膜,挺好用的,使用体验,正面
255,面膜,薄薄的,尺寸,中性
255,面膜,很敷贴,使用体验,正面
255,精华,好多,成分,正面
255,_,用完在买?,整体,正面
256,活动,不给力,价格,负面
256,_,快捷,使用体验,正面
256,_,方便,使用体验,正面
256,_,不错,整体,正面
257,_,买一送一,价格,正面
257,_,好,整体,正面
258,_,非常非常的好用,整体,正面
258,_,值得信赖,真伪,正面
259,_,好小,尺寸,负面
260,东西,摔坏了,物流,负面
260,_,心情十分感到失望,整体,负面
261,_,好用,整体,正面
261,特便宜,特便宜,价格,正面
262,_,习惯好评,整体,正面
262,_,好用,整体,正面
263,_,物有所值,价格,正面
264,_,不好的体验,整体,负面
265,_,还可以吧,整体,正面
266,_,还可以吧,整体,正面
266,_,有点干,使用体验,负面
266,_,没有提亮肤色的效果,功效,负面
266,_,感觉有点暗淡,功效,负面
267,_,好用,整体,正面
267,_,便宜,价格,正面
267,大碗,大碗,尺寸,正面
267,_,简单,使用体验,正面
267,_,通透,使用体验,正面
268,_,总体不错,整体,正面
269,味道,很奇怪,气味,负面
269,味道,一股油漆味,气味,负面
269,味道,简直辣眼睛,气味,负面
269,防晒效果,不知道防晒效果怎么样,功效,中性
269,_,用着看看吧,使用体验,中性
270,_,已经第二次在你家买了,整体,正面
270,_,很滋润,使用体验,正面
270,_,好多精华,尺寸,正面
270,_,特别喜欢,整体,正面
270,_,赶紧下手吧,整体,正面
271,_,好的很,整体,正面
271,_,很喜欢用,整体,正面
271,_,很滋养,使用体验,正面
271,_,美美哒,整体,正面
272,物流,很快,物流,正面
272,包装,完好,包装,正面
272,服务,好,服务,正面
272,_,满意的一次购物,整体,正面
273,面膜,不错,整体,正面
273,价格,优惠,价格,正面
273,补水效果,不错,功效,正面
273,礼品袋,装的就行,包装,中性
273,活动买,合适,价格,正面
274,_,挺好用的,整体,正面
274,香味,淡淡的,气味,正面
274,_,一天都不脱妆,功效,正面
275,_,很好用,整体,正面
275,_,我长期用,整体,正面
275,_,下次还买它哦！,整体,正面
276,_,超级差,整体,负面
276,卡粉,卡粉,使用体验,负面
276,卡粉,无敌卡粉,使用体验,负面
276,遮瑕,一点也不遮瑕,功效,负面
276,_,我觉得别买,整体,负面
277,_,很舒服,使用体验,正面
277,补水效果,很好,功效,正面
277,_,下次还会来哦,整体,正面
278,_,稳和,成分,正面
278,泡泡,不是那种细腻的泡泡,使用体验,负面
278,效果,很一般,功效,中性
279,正品,正品,真伪,正面
279,实惠,实惠,价格,正面
279,快递,很快,物流,正面
279,满意,满意,整体,正面
279,服务,很好,服务,正面
280,_,效果真的不错,功效,正面
280,_,是正品,真伪,正面
281,泡沫,也很细腻,使用体验,正面
281,小样,都没有,服务,负面
281,_,这要是过敏怎么退啊！,服务,负面
281,_,用了四年,功效,正面
282,_,正品,真伪,正面
282,_,信任**,整体,正面
282,_,特别省,使用体验,正面
282,_,只用了一点点,使用体验,正面
282,_,水水润润的,使用体验,正面
283,_,超级划算的,价格,正面
283,包装,好看,包装,正面
283,品牌,就是不一样,整体,正面
284,质量,差,整体,负面
284,_,长痘痘,使用体验,负面
284,_,几天了还没消,使用体验,负面
285,_,还不错,整体,正面
285,_,一点也不卡粉,使用体验,正面
285,_,挺好的,整体,正面
285,小,有点小,尺寸,负面
286,_,挺好用的,整体,正面
287,_,挺好的,整体,正面
288,物流,很快,物流,正面
288,_,第二天早上就到了,物流,正面
288,_,棒棒哒,整体,正面
289,_,挺好用的,整体,正面
289,_,以后就选这家了,整体,正面
290,_,一直购买,整体,正面
290,_,真品,真伪,正面
291,补水效果,很好啊,功效,正面
292,_,很好用,整体,正面
293,_,不错,整体,正面
293,_,非常清爽,使用体验,正面
293,_,舒服,使用体验,正面
294,_,挺水润服帖的,使用体验,正面
294,_,稍微白了点接近自然色,功效,负面
294,_,还送了个替换芯,服务,正面
295,_,长很多痘,使用体验,负面
296,_,很好用,使用体验,正面
296,_,都用了几年了,整体,正面
296,送很多东西,很多,价格,正面
297,_,还可以,整体,正面
298,赠品,忽悠骗人的,价格,负面
298,小样,送,价格,负面
298,_,最优惠,价格,正面
298,_,建议还是实体店买,真伪,负面
299,_,不错,整体,正面
299,_,很服帖,使用体验,正面
299,物流,很快,物流,正面
299,_,放心,整体,正面
300,_,还是很棒的,整体,正面
300,_,当天买当天就能送到,物流,正面
300,价格,小贵一些，哈哈,价格,中性
301,皮肤,不干燥,使用体验,正面
301,_,滑滑的,使用体验,正面
302,买一赠一,真好,价格,正面
302,外包装,走鸡,包装,负面
302,充气塑料袋,反正里面有充气塑料袋,包装,中性
303,_,不错,整体,正面
303,_,很舒服,使用体验,正面
304,_,不错,整体,正面
304,_,给个好评,整体,正面
305,_,体面的,包装,正面
305,_,很喜欢,整体,正面
305,_,还送了小礼品,服务,正面
306,秒杀,比较实惠,价格,正面
306,****,相信****,真伪,正面
306,_,还没使用，回头反馈,使用体验,中性
307,_,很好用,整体,正面
308,_,不错,整体,正面
309,快递,真快,物流,正面
309,_,很满意,整体,正面
309,镜子,太模糊了，看不清,功效,负面
309,_,要另外拿镜子照,功效,负面
310,粉底,太少了,包装,负面
310,_,干干的,使用体验,负面
310,粉底,只有下面一层有粉底,使用体验,负面
311,_,不错,整体,正面
311,_,很好用,整体,正面
312,_,很香,气味,正面
312,_,擦上去也很白,功效,正面
312,_,还可以吧,整体,中性
313,_,感觉不错,整体,正面
313,遮瑕效果,_,功效,正面
313,提亮肤色,_,功效,正面
314,_,有点小过份了,其他,负面
315,_,用着还不出错,使用体验,正面
315,_,挺好,整体,正面
315,_,算满意吗,整体,中性
315,_,相当实惠,价格,正面
316,_,很好,整体,正面
316,_,漂亮,整体,正面
317,面膜,太小了,尺寸,负面
317,_,门头都盖不住,功效,负面
317,精华,也太少了吧,成分,负面
317,_,根本就不够用,功效,负面
317,_,差评,整体,负面
318,上妆效果,还可以,功效,中性
319,_,是正品,真伪,正面
319,价格,一样,价格,中性
319,赠品,还没有,价格,负面
320,_,很好,整体,正面
320,保湿,不错,功效,正面
320,价格,合适,价格,正面
320,_,下次还会光临的,整体,正面
321,速度,超快,物流,正面
321,_,第二天就收到了,物流,正面
321,_,以后优先选择,整体,正面
321,_,希望不会有失望的时候,整体,中性
322,_,物美价廉,价格,正面
322,_,比双11贵,价格,负面
322,保价,不能保价,服务,负面
323,包装,很好看,包装,正面
323,效果,不知道,功效,中性
324,补水效果,很好,功效,正面
324,_,很薄的,使用体验,正面
325,_,勉强能用,整体,中性
325,价格,太高,价格,负面
326,保湿效果,很好,功效,正面
327,_,很喜欢,整体,正面
327,_,非常喜欢,整体,正面
327,质量,特别好,整体,正面
327,_,很高,整体,正面
327,_,特别喜欢,整体,正面
328,_,不错,整体,正面
328,_,挺好用的,整体,正面
